This file was created by CMPT_EP_CFP_OP_INV_NI_AC_RETS using the 202302 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on OP.

The portfolios are constructed at the end of June.  OP, operating profitability, is
operating profits (sales minus cost of goods sold, minus selling, general, and,
administrative expenses, minus interest expense) divided by book equity 
at the last fiscal year end of the prior calendar year.

Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

Please be aware that some of the value-weight averages of operating profitability for
deciles 1 and 10 are extreme. These are driven by extraordinary values of OP for
individual firms. We have spot checked the accounting data that produce the
extraordinary values and all the numbers we examined accurately reflect the
data in the firm's accounting statements.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Value Weight Returns -- Monthly
,Lo 30,Med 40,Hi 30,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
197404,   -7.19,   -4.87,   -3.24,   -7.15,   -5.80,   -5.24,   -3.00,   -3.55,   -6.00,   -7.81,   -7.27,   -4.82,   -5.04,   -5.73,   -4.06,   -2.40,   -2.98,   -4.15
197405,   -9.38,   -4.07,   -1.77,   -8.75,   -7.92,   -3.18,   -2.84,   -1.58,   -8.72,   -8.77,  -10.56,   -6.22,   -2.11,   -5.81,   -3.84,   -2.27,   -1.05,   -2.15
197406,   -2.89,   -2.18,   -1.68,   -2.49,   -2.47,   -1.76,   -2.48,   -1.60,   -4.25,   -1.47,   -3.67,   -1.73,   -1.22,   -3.13,   -3.56,   -1.88,   -1.71,   -1.49
197407,   -4.35,   -6.85,   -8.76,   -4.90,   -7.02,   -5.60,   -8.08,   -8.78,   -5.25,   -4.68,   -3.49,   -9.47,   -5.89,   -5.14,   -7.26,   -8.70,   -7.64,   -9.35
197408,   -8.69,   -8.25,   -8.92,   -8.47,   -9.39,   -6.81,  -10.31,   -8.40,   -7.70,   -8.96,   -9.04,   -9.65,   -4.89,   -9.76,  -10.05,  -10.51,  -10.48,   -7.33
197409,   -7.92,   -8.40,  -14.03,   -6.15,   -9.14,   -6.85,  -11.64,  -14.88,   -5.83,   -6.35,  -10.68,   -7.99,   -6.56,   -7.31,  -11.92,  -11.43,  -13.45,  -15.58
197410,   16.44,   17.43,   16.68,   17.66,   13.10,   17.52,   18.58,   16.79,   16.59,   18.36,   14.43,   12.13,   17.21,   18.02,   21.46,   16.37,   18.58,   15.88
197411,   -0.93,   -3.60,   -5.07,   -0.95,   -3.11,   -3.45,   -3.55,   -5.45,   -0.57,   -1.19,   -0.89,   -4.75,   -3.58,   -3.23,   -3.08,   -3.93,   -6.57,   -4.86
197412,   -3.74,   -0.82,   -3.80,   -3.09,   -2.63,   -0.31,   -3.32,   -3.55,   -4.28,   -2.34,   -4.83,   -0.92,    0.23,   -1.18,   -1.82,   -4.53,   -2.88,   -3.90
197501,   16.79,   13.07,   13.97,   16.18,   18.69,   11.58,   13.37,   13.71,   16.13,   16.21,   17.84,   19.33,   10.51,   13.33,   11.70,   14.75,   10.66,   15.30
197502,    4.42,    3.56,    8.69,    3.76,    3.71,    3.51,    6.11,    9.14,    3.78,    3.75,    5.51,    2.39,    3.64,    3.31,    4.58,    7.35,    8.09,    9.67
197503,    4.00,    3.41,    2.77,    2.60,    5.66,    2.30,    4.20,    2.34,    2.86,    2.43,    6.29,    5.17,    0.71,    4.82,    4.39,    4.06,    2.98,    2.02
197504,    4.22,    3.71,    5.82,    3.35,    2.69,    3.82,    4.65,    6.57,    4.46,    2.66,    5.59,    0.46,    3.51,    4.29,    5.94,    3.63,    8.80,    5.46
197505,    6.25,    5.93,    5.27,    7.44,    6.03,    5.60,    3.87,    6.18,    7.52,    7.38,    4.39,    7.35,    5.69,    5.46,    5.56,    2.51,    6.52,    6.00
197506,    7.52,    6.02,    3.91,    7.42,    7.47,    5.92,    5.99,    3.06,    6.97,    7.71,    7.68,    7.30,    5.10,    7.19,    5.28,    6.58,    4.10,    2.52
197507,   -6.51,   -5.55,   -6.67,   -5.38,   -6.79,   -4.19,   -7.02,   -6.77,   -6.18,   -4.96,   -7.82,   -5.43,   -3.25,   -5.53,   -7.51,   -6.29,   -7.19,   -6.43
197508,   -3.44,   -2.48,   -1.77,   -4.36,   -1.60,   -3.03,   -2.63,   -1.50,   -5.51,   -3.75,   -2.35,   -0.63,   -2.97,   -3.11,   -2.48,   -2.85,   -1.90,   -1.18
197509,   -4.24,   -3.55,   -3.56,   -3.92,   -4.00,   -2.35,   -5.78,   -2.89,   -4.43,   -3.66,   -4.61,   -3.23,   -1.67,   -3.33,   -5.43,   -6.30,   -4.14,   -1.89
197510,    6.45,    6.95,    5.12,    5.51,    7.39,    6.65,    7.31,    4.61,    5.02,    5.76,    7.56,    7.17,    7.95,    4.73,    7.32,    7.31,    4.67,    4.55
197511,    4.37,    3.18,    2.59,    4.03,    4.26,    3.24,    2.51,    2.74,    4.77,    3.66,    4.75,    3.64,    3.93,    2.19,    2.88,    1.95,    3.73,    1.97
197512,   -1.41,   -0.72,   -1.36,   -1.02,   -1.83,   -0.04,   -1.35,   -1.32,   -0.40,   -1.33,   -1.85,   -1.81,    0.29,   -0.56,   -1.22,   -1.55,   -1.59,   -1.11
197601,   13.12,   12.69,   12.41,   13.61,   13.42,   11.61,   13.56,   12.12,   15.95,   12.40,   12.56,   14.51,   10.18,   13.85,   13.51,   13.63,   11.54,   12.58
197602,    3.03,    0.59,   -0.47,    3.45,    1.81,    1.28,   -0.15,   -0.71,    7.02,    1.56,    2.54,    0.91,    2.47,   -0.52,   -0.57,    0.49,   -1.65,    0.04
197603,    3.48,    1.88,    3.40,    3.47,    3.42,    2.44,    1.43,    3.49,    3.35,    3.54,    3.49,    3.33,    2.22,    2.78,    0.38,    3.01,    4.63,    2.61
197604,   -2.26,    0.05,   -1.74,   -1.48,   -1.95,    0.32,   -0.60,   -1.85,   -2.66,   -0.81,   -3.17,   -0.41,    0.42,    0.17,   -0.15,   -1.27,   -2.44,   -1.39
197605,   -2.83,   -1.76,    0.36,   -2.50,   -2.39,   -1.65,   -1.29,    0.47,   -3.97,   -1.69,   -3.23,   -1.35,   -2.35,   -0.56,   -2.10,   -0.09,   -1.33,    1.87
197606,    5.21,    4.09,    4.74,    5.91,    4.69,    3.97,    4.13,    4.77,    6.15,    5.79,    4.37,    5.08,    3.14,    5.23,    3.81,    4.59,    3.78,    5.52
197607,    0.26,   -0.59,   -0.93,    0.65,   -0.38,   -0.28,   -0.79,   -1.16,    3.67,   -0.81,   -0.32,   -0.43,    0.48,   -1.16,   -1.38,   -0.45,   -0.62,   -1.40
197608,    0.25,    0.11,   -0.51,    0.64,    0.23,    0.52,   -0.32,   -0.87,   -0.93,    1.42,   -0.33,    0.71,    2.11,   -1.36,   -1.28,    0.22,   -2.44,   -0.17
197609,    2.04,    2.58,    2.76,    1.40,    2.80,    2.52,    2.37,    3.04,    1.48,    1.36,    3.03,    2.61,    2.79,    2.20,    2.67,    2.20,    2.23,    3.39
197610,   -2.06,   -1.34,   -2.60,   -2.09,   -1.98,   -1.14,   -1.78,   -2.87,   -2.06,   -2.11,   -2.01,   -1.95,   -0.83,   -1.53,   -1.26,   -2.07,   -2.51,   -3.02
197611,    2.42,    0.96,   -0.04,    3.12,    1.69,    0.68,    0.03,    0.13,    3.13,    3.12,    1.36,    1.96,    2.57,   -1.65,    0.71,   -0.36,    1.79,   -0.59
197612,    6.46,    6.00,    5.78,    6.11,    6.98,    6.08,    5.06,    6.13,    6.70,    5.83,    7.00,    6.97,    3.76,    9.04,    4.99,    5.10,    5.87,    6.25
197701,   -3.62,   -3.10,   -4.49,   -4.15,   -1.94,   -2.89,   -6.11,   -3.41,   -3.78,   -4.33,   -2.81,   -1.23,   -2.56,   -3.29,   -5.21,   -6.62,   -4.22,   -3.05
197702,   -1.58,   -1.49,   -1.78,   -1.42,   -2.38,   -0.85,   -1.84,   -1.71,   -2.12,   -1.08,   -1.82,   -2.84,   -0.27,   -1.57,   -1.68,   -1.93,   -2.34,   -1.44
197703,   -0.20,   -1.25,   -1.24,   -0.07,   -0.77,   -0.81,   -2.60,   -0.51,   -0.33,    0.05,   -0.38,   -1.10,   -0.81,   -0.82,   -2.39,   -2.73,    0.29,   -0.85
197704,    2.63,    0.70,   -0.59,    2.73,    1.92,    0.52,   -0.29,   -0.53,    4.37,    1.96,    2.47,    1.46,   -0.66,    1.99,    0.42,   -0.70,    1.28,   -1.32
197705,   -1.59,   -0.50,   -1.41,   -1.38,   -0.99,    0.13,   -1.80,   -1.35,   -0.74,   -1.70,   -1.91,   -0.21,    0.19,    0.05,   -2.24,   -1.54,    0.08,   -1.99
197706,    4.62,    4.41,    5.88,    5.02,    4.78,    3.54,    5.17,    6.32,    7.07,    4.02,    4.02,    5.39,    3.17,    3.98,    5.55,    4.95,    6.03,    6.46
197707,   -1.82,   -1.05,   -1.32,   -2.77,    0.21,   -0.97,   -1.50,   -1.49,   -2.90,   -2.72,    0.01,    0.37,   -1.04,   -0.85,   -2.22,   -0.97,   -2.08,   -1.04
197708,   -1.80,   -1.32,   -1.11,   -1.33,   -2.54,   -1.45,   -0.21,   -1.55,   -2.93,   -0.66,   -2.68,   -2.42,   -1.54,   -1.29,   -0.27,   -0.17,   -1.89,   -1.30
197709,   -1.00,    0.58,    0.11,   -1.72,    0.47,    1.14,   -0.09,    0.11,   -1.13,   -1.96,    0.38,    0.55,    1.93,   -0.16,   -0.36,    0.11,    0.19,    0.05
197710,   -3.53,   -4.22,   -3.84,   -3.74,   -3.88,   -4.17,   -4.21,   -3.63,   -5.81,   -2.88,   -3.13,   -4.49,   -4.49,   -3.63,   -4.11,   -4.28,   -4.45,   -3.04
197711,    5.09,    4.94,    3.84,    5.51,    5.03,    4.53,    4.33,    3.88,    6.72,    5.02,    4.32,    5.61,    3.91,    5.57,    5.13,    3.75,    3.86,    3.90
197712,    0.01,    0.65,    0.97,   -0.30,    0.48,    1.06,    0.24,    1.28,   -0.21,   -0.33,    0.59,    0.39,    1.37,    0.55,    0.13,    0.32,    0.97,    1.50
197801,   -4.81,   -5.24,   -6.17,   -4.76,   -4.57,   -5.15,   -6.81,   -5.62,   -3.89,   -5.12,   -4.92,   -4.29,   -4.75,   -5.80,   -6.11,   -7.33,   -5.92,   -5.41
197802,   -1.17,   -0.25,   -1.59,   -1.35,   -0.47,    0.61,   -1.78,   -1.52,   -0.85,   -1.55,   -0.84,   -0.18,    1.44,   -0.74,   -1.82,   -1.75,   -1.71,   -1.37
197803,    3.81,    4.08,    2.59,    3.52,    3.95,    3.89,    4.09,    2.12,    6.49,    2.25,    4.37,    3.62,    3.32,    4.85,    4.77,    3.60,    2.77,    1.66
197804,    7.02,    7.55,   10.09,    8.26,    5.97,    6.41,   10.38,    9.81,    8.91,    7.98,    4.72,    6.98,    5.82,    7.42,    9.98,   10.68,    9.62,    9.94
197805,    2.62,    1.98,    2.20,    3.02,    2.17,    1.49,    2.65,    1.93,    3.20,    2.93,    1.85,    2.42,    0.44,    3.27,    2.50,    2.77,    2.49,    1.52
197806,   -0.67,   -0.72,   -1.86,   -0.80,   -0.48,   -1.28,   -0.70,   -2.14,   -0.54,   -0.92,   -0.43,   -0.52,   -1.07,   -1.62,    0.08,   -1.28,   -2.88,   -1.61
197807,    5.20,    5.53,    6.09,    4.79,    4.59,    5.79,    5.99,    6.50,    6.38,    4.02,    5.87,    3.82,    5.80,    5.79,    6.89,    5.03,    5.95,    6.96
197808,    3.35,    3.96,    5.16,    3.83,    3.81,    3.97,    4.46,    4.97,    5.68,    2.93,    2.57,    4.57,    3.83,    4.11,    3.36,    5.66,    4.96,    4.98
197809,   -0.58,   -0.86,   -0.94,   -0.41,   -0.16,   -1.08,   -0.86,   -1.30,    1.78,   -1.50,   -0.88,    0.27,   -1.58,   -0.58,   -1.67,    0.01,   -0.42,   -2.01
197810,  -12.68,  -10.73,  -10.80,  -13.10,   -9.81,  -11.94,  -11.16,  -10.72,  -16.80,  -11.18,  -11.98,   -8.53,  -12.23,  -11.65,  -11.31,  -11.01,  -10.61,  -10.82
197811,    3.75,    3.37,    3.32,    3.30,    3.88,    3.16,    3.22,    3.46,    3.11,    3.40,    4.49,    3.53,    3.16,    3.17,    3.48,    2.95,    3.12,    3.75
197812,   -0.08,    1.10,    2.93,   -0.50,    0.48,    1.55,    1.29,    3.52,    0.70,   -1.09,    0.61,    0.41,    1.23,    1.86,    1.19,    1.39,    2.62,    4.27
197901,    7.78,    4.68,    4.07,    9.26,    5.08,    5.52,    3.94,    3.91,   11.36,    8.20,    5.44,    4.86,    5.10,    5.92,    3.41,    4.49,    2.71,    4.88
197902,   -2.91,   -2.76,   -3.23,   -2.47,   -2.64,   -3.14,   -3.16,   -3.18,   -2.04,   -2.69,   -3.64,   -2.06,   -3.79,   -2.53,   -2.95,   -3.38,   -3.17,   -3.18
197903,    6.89,    5.72,    6.83,    7.03,    4.78,    6.87,    6.45,    6.91,    9.30,    5.84,    6.67,    3.70,    6.35,    7.37,    6.27,    6.63,    6.49,    7.24
197904,   -0.83,    0.73,    1.28,   -0.75,   -1.04,    1.27,    1.65,    1.20,   -0.21,   -1.04,   -0.97,   -1.07,    1.07,    1.47,    1.81,    1.49,    0.67,    1.63
197905,   -0.52,   -1.62,   -1.84,   -0.44,   -0.67,   -1.45,   -2.35,   -1.80,   -0.39,   -0.48,   -0.64,   -0.69,   -1.35,   -1.55,   -2.74,   -1.96,   -2.19,   -1.49
197906,    6.05,    4.50,    4.06,    5.65,    4.72,    5.73,    4.58,    3.56,    6.79,    5.01,    6.74,    3.53,    5.39,    6.05,    3.80,    5.37,    4.68,    2.69
197907,    2.18,    1.98,    0.97,    2.00,    1.58,    1.99,    2.60,    0.40,    2.59,    1.58,    2.53,    1.06,    1.80,    2.16,    3.01,    2.25,    1.88,   -0.92
197908,    5.04,    6.64,    6.60,    5.17,    4.47,    8.17,    7.04,    6.23,    6.90,    3.94,    4.79,    4.29,    7.35,    8.92,    6.62,    7.41,    6.35,    6.12
197909,   -0.94,   -0.22,    0.50,   -1.80,   -0.38,    0.31,    0.27,    0.36,   -1.38,   -2.11,    0.67,   -0.98,    0.29,    0.32,   -0.32,    0.79,    1.24,   -0.44
197910,   -8.35,   -7.12,   -6.56,   -8.40,   -7.44,   -6.75,   -6.85,   -6.86,  -10.36,   -6.96,   -8.27,   -6.97,   -6.79,   -6.71,   -7.95,   -5.91,   -5.62,   -8.02
197911,    6.82,    5.82,    6.01,    6.70,    5.81,    6.67,    4.90,    6.59,    6.27,    7.01,    7.05,    5.12,    6.89,    6.47,    5.07,    4.75,    6.55,    6.63
197912,    3.09,    2.57,    2.48,    2.79,    1.92,    3.25,    2.71,    2.52,    4.87,    1.31,    3.63,    0.94,    3.29,    3.22,    3.08,    2.40,    3.02,    2.04
198001,    7.01,    5.57,    6.51,    7.21,    3.78,    7.36,    6.65,    6.20,    9.74,    5.33,    6.66,    2.10,    6.06,    8.52,    5.99,    7.21,    6.25,    6.15
198002,   -0.82,   -1.27,    0.31,   -1.04,    0.34,   -0.63,   -2.05,    0.40,    0.47,   -2.18,   -0.42,    0.80,   -0.93,   -0.37,   -4.63,    0.10,    3.57,   -2.61
198003,  -13.30,  -10.10,  -11.53,  -13.35,  -10.19,  -11.73,   -9.54,  -12.17,  -17.01,  -10.51,  -13.22,   -8.37,  -10.47,  -12.83,   -8.81,  -10.12,  -11.74,  -12.61
198004,    6.82,    5.10,    4.10,    6.65,    6.61,    5.54,    4.35,    3.44,    4.69,    8.06,    7.11,    6.32,    6.29,    4.87,    2.90,    5.51,    5.30,    1.54
198005,    6.19,    6.05,    5.79,    6.64,    5.79,    6.04,    6.44,    5.35,    6.50,    6.74,    5.41,    6.01,    5.93,    6.15,    6.10,    6.70,    5.52,    5.17
198006,    4.06,    2.75,    3.58,    4.01,    2.88,    3.15,    2.93,    3.78,    3.91,    4.08,    4.15,    2.16,    3.86,    2.51,    2.65,    3.14,    3.42,    4.17
198007,    5.00,    6.57,    8.55,    3.98,    5.51,    6.34,    8.32,    8.80,    5.58,    2.89,    6.65,    4.72,    5.99,    6.60,    8.58,    8.12,   10.44,    8.15
198008,    0.85,    2.93,    2.26,    0.73,    2.26,    3.17,    1.55,    3.02,    1.32,    0.32,    1.03,    3.14,    3.40,    3.01,    2.36,    0.93,    2.84,    3.09
198009,    1.99,    2.89,    3.57,    1.33,    1.56,    3.27,    4.25,    3.19,    0.60,    1.85,    3.00,    0.54,    2.85,    3.57,    4.26,    4.25,    2.60,    3.42
198010,    0.75,    1.59,    3.20,    0.41,    0.18,    2.34,    1.92,    4.03,    2.38,   -0.95,    1.26,   -0.59,    2.73,    2.06,    2.18,    1.72,    0.39,    5.47
198011,    5.48,   11.55,   12.18,    4.85,    5.87,   14.57,   12.20,   11.88,    5.64,    4.32,    6.42,    5.47,   12.20,   16.23,   11.53,   12.72,    8.25,   13.25
198012,   -1.52,   -2.46,   -4.14,   -1.82,   -1.16,   -3.03,   -4.25,   -3.29,   -3.59,   -0.60,   -1.10,   -1.21,   -3.11,   -2.98,   -2.41,   -5.67,    0.37,   -4.61
198101,   -0.56,   -3.92,   -5.72,   -0.05,    0.24,   -5.93,   -4.54,   -6.35,    2.02,   -1.44,   -1.28,    1.41,   -4.42,   -6.96,   -4.52,   -4.56,   -4.01,   -7.23
198102,    1.03,    2.77,    1.38,    0.56,    1.67,    2.26,    4.01,    0.15,    0.96,    0.28,    1.71,    1.63,    2.27,    2.25,    4.51,    3.62,    2.98,   -0.96
198103,    8.19,    4.41,    3.05,    8.79,    6.55,    3.76,    4.25,    2.36,    8.17,    9.22,    7.33,    5.96,    3.46,    3.98,    4.25,    4.25,    5.92,    0.91
198104,   -0.57,   -0.49,   -1.76,   -0.24,    0.78,   -0.64,   -2.63,   -1.08,    0.09,   -0.47,   -1.03,    2.15,   -0.36,   -0.84,   -2.28,   -2.92,    0.44,   -1.73
198105,    2.01,    0.94,    0.87,    2.13,    2.45,    0.57,    0.17,    1.16,    2.59,    1.81,    1.85,    2.89,    1.13,    0.18,   -0.04,    0.35,    3.05,    0.34
198106,    0.16,   -1.21,   -0.87,   -0.95,    0.33,   -0.80,   -1.44,   -0.94,   -2.37,    0.07,    1.74,   -0.69,   -2.10,    0.13,   -2.30,   -0.75,   -2.95,   -0.03
198107,   -1.98,   -0.89,    1.16,   -2.03,   -1.88,   -0.47,    0.37,    0.95,   -2.53,   -1.75,   -1.89,   -1.86,   -0.99,    0.08,   -0.98,    1.55,   -0.10,    1.66
198108,   -6.38,   -5.18,   -6.34,   -6.40,   -6.77,   -3.98,   -6.32,   -6.18,   -8.11,   -5.44,   -6.35,   -7.16,   -3.67,   -4.30,   -5.95,   -6.65,   -5.71,   -6.48
198109,   -5.62,   -4.76,   -6.75,   -5.82,   -4.82,   -4.65,   -5.73,   -7.03,   -8.32,   -4.47,   -5.28,   -4.40,   -2.95,   -6.42,   -5.17,   -6.21,   -6.36,   -7.49
198110,    3.77,    5.99,    7.29,    2.44,    6.32,    5.18,    7.24,    7.21,    3.09,    2.10,    6.01,    6.60,    4.81,    5.59,    7.00,    7.45,    8.64,    6.20
198111,    5.21,    4.09,    4.20,    5.09,    5.21,    3.71,    4.32,    4.07,    3.85,    5.75,    5.42,    5.03,    3.87,    3.53,    4.17,    4.44,    3.16,    4.72
198112,   -3.01,   -2.13,   -3.27,   -2.74,   -2.77,   -1.77,   -3.31,   -2.97,   -3.75,   -2.21,   -3.46,   -2.15,   -1.54,   -2.02,   -2.70,   -3.83,   -2.80,   -3.09
198201,   -1.19,   -2.52,   -2.55,   -1.03,   -1.54,   -2.80,   -3.10,   -2.03,   -1.25,   -0.92,   -1.45,   -1.61,   -1.57,   -4.12,   -2.59,   -3.53,   -3.09,   -1.28
198202,   -1.63,   -4.86,   -6.11,   -1.36,   -2.39,   -5.20,   -6.48,   -5.53,   -2.86,   -0.60,   -2.07,   -2.67,   -5.57,   -4.79,   -5.61,   -7.24,   -4.57,   -6.18
198203,    0.51,   -0.50,   -1.47,    0.77,   -0.08,   -0.35,   -0.81,   -1.86,    0.28,    1.02,    0.08,   -0.22,    0.31,   -1.07,   -0.92,   -0.71,   -0.03,   -3.18
198204,    4.08,    3.83,    5.30,    3.87,    4.70,    2.59,    4.51,    6.04,    3.42,    4.10,    4.44,    4.93,    1.74,    3.54,    5.22,    3.89,    5.52,    6.43
198205,   -3.59,   -3.13,   -2.14,   -2.93,   -4.36,   -2.27,   -2.49,   -2.65,   -2.90,   -2.94,   -4.76,   -4.00,   -2.83,   -1.66,   -3.99,   -1.15,   -3.70,   -1.88
198206,   -1.45,   -2.28,   -1.81,   -1.09,   -2.35,   -2.53,   -1.20,   -2.37,   -0.98,   -1.14,   -2.12,   -2.54,   -3.00,   -2.02,   -1.73,   -0.73,   -2.50,   -2.28
198207,   -2.56,   -2.10,   -1.88,   -2.96,   -1.86,   -2.62,   -2.31,   -1.18,   -2.72,   -3.11,   -2.01,   -1.75,   -1.70,   -3.66,   -1.41,   -3.28,   -2.84,    0.10
198208,   13.71,   12.29,   10.41,   12.89,   14.87,   11.63,   11.78,    9.60,   13.02,   12.81,   14.86,   14.88,   11.79,   11.44,   11.54,   12.03,    9.59,    9.62
198209,    1.01,    1.25,    3.04,    0.36,    1.06,    1.48,    2.22,    3.06,    1.07,   -0.07,    1.90,    0.41,    1.14,    1.87,    1.48,    3.01,    2.82,    3.23
198210,   12.55,   11.40,   11.96,   13.83,   12.18,   10.12,   11.11,   13.02,   17.31,   11.66,   10.83,   13.24,    8.55,   11.91,   12.30,    9.85,   13.11,   12.95
198211,    6.64,    4.67,    5.36,    7.12,    5.69,    3.96,    4.61,    6.10,    9.14,    5.77,    5.97,    5.47,    4.26,    3.63,    5.30,    3.87,    4.33,    7.42
198212,    1.77,    0.38,    1.82,    1.77,    0.92,   -0.01,    0.57,    2.72,    2.45,    1.29,    1.77,    0.25,    0.28,   -0.35,    1.14,   -0.06,    1.06,    3.94
198301,    4.16,    4.84,    3.11,    4.61,    4.19,    5.66,    3.28,    3.17,    4.82,    4.47,    3.52,    4.71,    8.39,    2.53,    3.55,    2.98,    2.93,    3.35
198302,    4.77,    2.65,    3.29,    4.72,    3.64,    2.83,    2.78,    3.27,    4.36,    4.97,    4.84,    2.71,    2.25,    3.54,    2.28,    3.34,    3.27,    3.27
198303,    4.01,    3.21,    3.66,    4.44,    3.12,    3.54,    2.87,    4.03,    6.53,    2.96,    3.41,    2.89,    2.68,    4.57,    2.88,    2.87,    4.80,    3.49
198304,    7.62,    7.06,    7.40,    8.38,    6.56,    7.59,    6.59,    7.72,   11.19,    6.32,    6.53,    6.59,    6.16,    9.27,    6.49,    6.70,    6.09,    8.88
198305,    2.83,   -0.14,    1.11,    2.90,    1.33,    0.68,   -0.72,    1.36,    2.31,    3.35,    2.72,    0.26,   -0.67,    2.23,   -1.87,    0.56,    2.62,    0.47
198306,    1.44,    3.73,    5.08,    2.55,    1.98,    2.87,    5.81,    4.47,    4.09,    1.36,   -0.21,    3.72,    2.61,    3.15,    5.25,    6.41,    3.62,    5.08
198307,   -2.70,   -3.02,   -3.89,   -3.88,   -1.90,   -2.45,   -4.13,   -3.84,   -4.30,   -3.63,   -1.25,   -2.59,   -2.99,   -1.74,   -4.24,   -4.01,   -4.09,   -3.67
198308,   -0.67,    1.48,   -0.17,   -0.23,    0.33,    1.65,    0.69,   -0.43,   -1.74,    0.67,   -1.19,    1.96,    2.48,    0.59,    0.89,    0.44,    0.55,   -1.06
198309,    1.40,    1.80,    1.78,    0.67,    2.36,    1.64,    1.69,    1.82,   -1.25,    1.79,    2.27,    2.45,    2.15,    0.97,    1.69,    1.68,    1.64,    1.93
198310,   -2.24,   -2.14,   -2.93,   -4.06,   -0.42,   -2.61,   -2.53,   -2.93,   -6.96,   -2.42,   -0.08,   -0.77,   -3.19,   -1.86,   -2.19,   -2.92,   -1.37,   -3.96
198311,    4.24,    2.49,    2.46,    5.23,    2.56,    2.28,    3.81,    1.58,    6.19,    4.72,    3.11,    1.98,    1.85,    2.84,    3.18,    4.56,    2.40,    1.02
198312,   -2.38,   -1.33,    0.11,   -2.40,   -1.99,   -0.87,   -0.85,   -0.02,   -2.08,   -2.58,   -2.35,   -1.60,   -0.60,   -1.22,   -1.93,    0.41,   -0.82,    0.54
198401,   -2.17,    0.55,   -2.48,   -1.84,   -1.61,    0.74,   -0.53,   -2.59,   -0.57,   -2.55,   -2.57,   -0.61,    1.80,   -0.62,    0.95,   -2.22,   -1.73,   -3.17
198402,   -5.52,   -3.30,   -3.94,   -5.14,   -4.46,   -4.27,   -2.71,   -4.06,   -6.63,   -4.28,   -5.97,   -2.91,   -3.33,   -5.49,   -1.89,   -3.68,   -3.52,   -4.45
198403,    2.77,    0.65,    1.23,    2.98,    1.82,   -0.01,    0.97,    1.61,    2.47,    3.27,    2.52,    1.12,   -1.18,    1.55,    1.46,    0.38,    0.98,    2.06
198404,   -3.00,    1.74,    0.81,   -3.94,   -0.55,    2.31,    0.73,    1.20,   -5.43,   -3.11,   -1.87,    0.77,    1.66,    3.16,    1.39,   -0.06,    1.80,    0.77
198405,   -7.20,   -4.89,   -4.22,   -7.97,   -4.92,   -5.70,   -3.68,   -4.82,  -10.23,   -6.74,   -6.29,   -3.58,   -6.10,   -5.19,   -4.35,   -2.85,   -4.40,   -5.12
198406,    0.25,    3.59,    3.49,   -0.45,    2.07,    4.45,    3.54,    2.91,   -1.23,   -0.04,    1.05,    3.04,    5.97,    2.50,    2.43,    4.80,    3.63,    2.39
198407,   -4.41,   -2.11,   -0.92,   -6.12,   -1.92,   -2.70,   -2.25,   -0.16,   -8.87,   -4.21,   -2.62,   -1.28,   -2.08,   -3.33,   -1.89,   -2.59,   -1.42,    0.83
198408,   12.61,   11.00,   11.24,   13.22,   11.82,   10.78,   11.01,   11.25,   13.23,   13.21,   11.99,   11.67,   11.32,   10.21,   10.78,   11.24,   10.87,   11.53
198409,   -1.00,   -0.17,    0.27,   -1.65,   -0.43,    0.64,    0.21,   -0.26,   -2.83,   -0.87,   -0.32,   -0.53,    1.15,    0.10,   -1.08,    1.45,   -1.08,    0.38
198410,    0.08,   -0.42,    0.71,   -1.84,    0.61,   -1.05,    0.73,    0.67,   -3.52,   -0.75,    2.04,   -0.63,   -0.98,   -1.12,    0.66,    0.80,    0.74,    0.62
198411,   -1.07,   -0.66,   -1.52,   -1.62,   -0.44,    0.15,   -1.45,   -1.81,   -4.15,    0.01,   -0.53,   -0.35,    0.52,   -0.22,   -2.06,   -0.88,   -1.54,   -2.02
198412,    2.10,    2.28,    2.81,    0.85,    2.84,    2.01,    2.85,    2.67,    0.36,    1.16,    3.33,    2.41,    2.51,    1.49,    2.57,    3.12,    2.41,    2.87
198501,    9.82,    7.97,    8.84,   10.61,    8.97,    6.83,    8.08,    9.54,   12.51,    9.44,    9.06,    8.90,    6.97,    6.68,    8.90,    7.32,    8.13,   10.60
198502,    0.67,    1.73,    2.38,    1.21,    0.56,    1.98,    2.67,    1.98,    0.67,    1.55,    0.15,    0.92,    1.08,    2.92,    2.04,    3.28,    3.09,    1.17
198503,   -1.10,    0.19,   -0.39,   -1.20,   -0.84,    0.85,    0.45,   -0.97,   -2.07,   -0.66,   -1.01,   -0.70,    0.74,    0.96,   -0.03,    0.90,    1.21,   -2.59
198504,   -0.95,   -0.11,   -0.37,   -1.46,   -0.22,    0.71,   -0.56,   -0.61,   -3.62,   -0.12,   -0.45,   -0.02,    0.07,    1.36,   -1.33,    0.15,   -0.25,   -0.89
198505,    5.37,    5.92,    5.91,    4.94,    5.29,    6.29,    5.83,    6.11,    1.87,    6.77,    5.78,    4.86,    6.34,    6.23,    6.21,    5.48,    6.15,    6.08
